date,pression de la boucle,vide bouilleur,niveau bouilleur,depression,temperature E,temperature S,debit 29%,debit 54%,pression calendre,ampérage AP04
06-Jan-23 15:00:00,2.265323162,105.9702759,92.09012604,,89.4517746,84.58313751,54.984375,22.15340805,1.064788103,34.43021774
06-Jan-23 16:00:00,2.282950401,107.0525513,92.41109467,,89.66711426,84.58721161,54.95200348,21.82281303,1.020619392,34.43021774
06-Jan-23 17:00:00,2.284612179,107.8627014,92.33271027,,89.67108154,84.42865753,54.9825592,22.12281227,1.017859817,34.43021774
06-Jan-23 18:00:00,2.293126106,108.1518555,92.45694733,,89.67623901,84.86654663,54.94935608,22.26106453,1.024118066,34.43021774
06-Jan-23 19:00:00,2.286158323,108.5705109,92.22117615,,89.67383575,84.71269989,55.03619766,21.8515358,1.050288439,34.43021774
06-Jan-23 20:00:00,2.313716412,110.2217407,92.22833252,,89.69910431,84.7029953,55.02642441,25.60977364,1.035294652,34.43021774
06-Jan-23 21:00:00,2.295126438,106.7848816,92.48049164,,89.28036499,84.3950882,55.06040192,25.85371971,1.031076312,34.43021774
06-Jan-23 22:00:00,2.278077841,106.1928635,92.20836639,,89.02482605,84.05609894,54.98664474,28.20684433,1.016564965,34.43021774
06-Jan-23 23:00:00,2.268418789,105.8194504,92.2950592,,88.83747101,83.65587616,55.03984833,27.79090691,0.988422573,34.43021774
07-Jan-23 00:00:00,2.254732132,105.9898758,92.25208282,,88.69689941,83.56551361,54.93658829,28.23202515,1.006498098,34.43021774
07-Jan-23 01:00:00,2.222035885,105.1141663,92.44085693,,88.67272949,83.49017334,55.03300476,25.64844131,1.024469256,34.43021774
07-Jan-23 02:00:00,2.224658966,105.0167389,92.31569672,,88.71829987,83.45819855,54.98329926,24.87728119,0.996463299,34.43021774
07-Jan-23 03:00:00,2.205034018,104.3898773,92.39736176,,88.72331238,83.4740448,55.04731369,24.22310257,1.021448255,34.43021774
07-Jan-23 04:00:00,2.215177059,105.8916931,92.37866974,,88.44345093,83.33325195,54.97442245,25.35413742,1.007617712,34.43021774
07-Jan-23 05:00:00,2.208215475,106.9872742,92.28705597,,88.37702942,83.20429993,54.99353409,23.51565552,0.983674884,34.43021774
07-Jan-23 06:00:00,2.211671114,105.8858719,92.39746094,,88.59365845,83.42324829,55.02247238,23.40890503,1.00544858,34.43021774
07-Jan-23 07:00:00,2.200170279,107.1663055,92.55647278,,88.31866455,82.80641174,54.93880081,23.65789604,0.982391119,34.43021774
07-Jan-23 08:00:00,2.197795153,105.4024048,92.24888611,,88.2742157,83.09643555,55.04579926,25.87488937,0.990609169,34.43021774
07-Jan-23 09:00:00,2.177782059,105.4484024,92.33448029,,88.14337158,82.81934357,54.93834305,31.12409782,0.993411303,34.43021774
07-Jan-23 10:00:00,2.157620192,103.5620422,92.3718338,,87.89624786,82.62303162,55.02330017,24.71381378,0.99779588,34.43021774
07-Jan-23 11:00:00,2.150520802,105.5797577,92.40664673,,88.08827209,82.6244812,54.99544525,24.58382225,0.974090874,34.43021774
07-Jan-23 12:00:00,2.145112991,106.5161896,92.58367157,,88.13690948,83.01669312,55.01601028,21.61734009,0.998097479,34.43021774
07-Jan-23 13:00:00,2.151031733,107.1817322,92.67510223,,88.15652466,82.914711,54.94916153,22.01091003,1.003478289,34.43021774
07-Jan-23 14:00:00,2.154409409,107.8412018,92.23924255,,88.25258636,83.32061005,55.01942825,22.22921562,1.018793464,34.43021774
07-Jan-23 15:00:00,2.160149097,106.6139526,92.43769836,,88.08049774,82.7964325,55.03524399,23.01250076,1.007696986,34.43021774
07-Jan-23 16:00:00,2.170153618,104.5280151,92.47151947,,88.10900879,82.88476563,54.98072815,23.10922241,0.979701757,34.43021774
07-Jan-23 17:00:00,2.166903019,104.9268417,92.86672974,,87.94965363,82.94210815,55.61267853,22.96772003,0.96334368,34.43021774
07-Jan-23 18:00:00,2.16252923,107.6787796,92.51495361,,88.07450867,82.71097565,55.02062225,23.17943764,0.974406064,34.43021774
07-Jan-23 19:00:00,2.165449858,107.959259,92.36047363,,87.85974884,82.59168243,55.00634766,23.12719345,0.971363246,34.43021774
07-Jan-23 20:00:00,2.143701792,107.5142365,92.33224487,,87.71550751,82.47993469,55.00668716,22.88794136,0.958076894,34.43021774
07-Jan-23 21:00:00,2.153619528,108.1476517,92.40068817,,87.68721008,82.3371582,55.00198364,22.86609459,0.959728003,34.43021774
07-Jan-23 22:00:00,2.153371572,106.10289,92.66390991,,87.43900299,82.4802475,55.13243103,23.11249352,0.972858012,34.43021774
07-Jan-23 23:00:00,2.150017738,105.2887039,92.25189209,,87.32194519,82.27961731,54.98150635,21.36654472,0.95127672,34.43021774
08-Jan-23 00:00:00,2.147515774,106.0210342,92.49532318,,86.94615173,81.70074463,54.93828964,20.86128807,0.94228822,34.43021774
08-Jan-23 01:00:00,2.148472548,107.7674866,92.59458923,,86.98264313,81.56611633,55.34347916,21.48726654,0.932368219,34.43021774
08-Jan-23 02:00:00,2.163975716,106.0286713,92.82813263,,86.66664124,81.16821289,55.05180359,21.1303997,0.905865192,34.43021774
08-Jan-23 03:00:00,2.160678864,105.9289474,92.61611176,,86.58683014,81.28622437,55.16853333,20.79314041,0.930444837,34.43021774
08-Jan-23 04:00:00,2.173033953,107.0371475,92.65008545,,86.58368683,81.23419189,54.98913956,21.41055107,0.913621962,34.43021774
08-Jan-23 05:00:00,2.191394329,105.9860306,92.41817474,,86.32102966,80.8597641,54.93511581,20.81057549,0.900426507,34.43021774
08-Jan-23 06:00:00,2.175001621,105.1266251,92.72409821,,86.01258087,80.65446472,55.15432739,20.49687195,0.895214617,34.43021774
08-Jan-23 07:00:00,2.179632664,105.5546646,92.25203705,,85.80767059,80.52398682,54.96744919,23.04517937,0.880544245,34.43021774
08-Jan-23 08:00:00,2.159367085,105.1419373,92.67736816,,85.69438171,80.46851349,55.00697327,23.14698982,0.882666826,34.43021774
08-Jan-23 09:00:00,2.156355619,106.4433823,92.28656006,,85.64376831,80.2256546,54.89559937,23.19781303,0.888515413,34.43021774
08-Jan-23 10:00:00,2.159071207,106.9102325,92.72839355,,86.28649139,80.9460144,54.95415878,23.02086449,1.011677504,34.43021774
