date,pression de la boule,vide bouilleur,niveau bouilleur,depression,temperature E,temperature S,debit 29% E,debit54% S ,pression calendre,amperage AP04
05-Jan-23 19:00:00,2.358208895,90.84324646,90.24015808,,88.30315399,84.21232605,0.022448331,Configure,0.00,14.05507088
05-Jan-23 20:00:00,2.397616863,90.72040558,90.08834076,,88.48947906,84.41240692,0.022361977,Configure,0.00,14.12746239
05-Jan-23 21:00:00,2.388886452,90.4592514,90.46582794,,88.81568909,84.79016876,0.024895126,Configure,0.00,14.20001316
05-Jan-23 22:00:00,2.394027472,90.27780151,90.45419312,,89.06391144,85.00216675,0.023386145,Configure,0.00,14.31489468
05-Jan-23 23:00:00,2.389393091,88.45394135,89.61178589,,89.1758194,85.12861633,0.022490568,Configure,0.00,14.09066868
06-Jan-23 00:00:00,2.394742012,87.86066437,90.32585907,,88.90628052,84.87229919,0.022893123,Configure,0.00,14.21606922
06-Jan-23 01:00:00,2.380562067,88.00089264,89.93549347,,89.10466766,85.0606842,0.019960817,Configure,0.00,14.18352222
06-Jan-23 02:00:00,2.393878222,86.36107635,89.94019318,,89.13529968,85.09392548,0.022658421,Configure,0.00,14.23692036
06-Jan-23 03:00:00,2.404087067,86.60527802,90.3712616,,89.14937592,85.11155701,0.025352212,Configure,0.00,14.39499283
06-Jan-23 04:00:00,2.415037155,85.94882202,90.25341034,,89.33995819,85.29105377,0.02026256,Configure,0.00,14.22925091
06-Jan-23 05:00:00,2.408732653,86.07063293,90.09490967,,89.29788208,85.31669617,0.01909251,Configure,0.00,14.26597881
06-Jan-23 06:00:00,2.421774626,85.76147461,90.03292084,,89.48364258,85.48215485,0.02253014,Configure,0.00,14.33234119
06-Jan-23 07:00:00,2.415817738,85.77283478,90.06369781,,89.43534851,85.47209167,0.023394536,Configure,0.00,14.29269505
06-Jan-23 08:00:00,2.424983263,84.64170837,89.94065094,,89.47034454,85.50004578,0.023732932,Configure,0.00,14.36380959
06-Jan-23 09:00:00,2.419283152,84.49756622,89.9846344,,89.60085297,85.6112442,0.022366211,Configure,0.00,14.26087666
06-Jan-23 10:00:00,2.416807652,84.6388092,90.32486725,,89.68082428,85.68770599,0.022366572,Configure,0.00,14.49128819
06-Jan-23 11:00:00,2.421407223,84.51488495,90.04166412,,89.60520172,85.57074738,0.024234667,Configure,0.00,14.22229481
06-Jan-23 12:00:00,2.416688204,85.4288559,89.9407959,,89.63587952,85.63310242,0.019722942,Configure,0.00,14.25160789
06-Jan-23 13:00:00,2.414465189,87.09616089,90.08577728,,89.64581299,85.63789368,0.019802844,Configure,0.00,14.06425667
06-Jan-23 14:00:00,2.419593573,88.1455307,89.9466095,,89.54444122,85.65682983,0.021910992,Configure,0.00,14.12868023
06-Jan-23 15:00:00,2.414412022,90.32192993,90.55250549,,89.66642761,85.73454285,0.019691151,Configure,0.00,14.13566303
06-Jan-23 16:00:00,2.414483547,88.82200623,90.1204834,,89.58333588,85.67147064,0.024074983,Configure,0.00,14.2422514
06-Jan-23 17:00:00,2.416452408,88.42417145,89.41294098,,89.5725174,85.60208893,0.023836169,Configure,0.00,14.22663212
06-Jan-23 18:00:00,2.423236609,87.05834961,90.26296997,,89.41004181,85.37515259,0.02222668,Configure,0.00,14.1580534
06-Jan-23 19:00:00,2.418523312,87.81807709,90.12953949,,89.3168869,85.28429413,0.021644916,Configure,0.00,14.21780014
06-Jan-23 20:00:00,2.430463314,88.22077179,90.47221375,,89.30267334,85.36135864,0.020276656,Configure,0.00,14.21208954
06-Jan-23 21:00:00,2.417994976,88.31699371,90.54431915,,89.0941925,85.07942963,0.019973056,Configure,0.00,14.26283073
06-Jan-23 22:00:00,2.428483963,86.17114258,90.43510437,,89.04374695,84.97939301,0.017833505,Configure,0.00,14.0775013
06-Jan-23 23:00:00,2.41983676,85.71524811,89.76018524,,89.06199646,84.9826355,0.022009375,Configure,0.00,14.21588039
07-Jan-23 00:00:00,2.424069166,85.64778137,90.13490295,,89.01238251,84.90710449,0.020390075,Configure,0.00,14.24030399
07-Jan-23 01:00:00,2.398925066,85.07978821,90.18215942,,89.02304077,84.96955109,0.02118215,Configure,0.00,14.46057224
07-Jan-23 02:00:00,2.398690701,86.15029144,90.24591827,,89.02352142,84.97844696,0.023239752,Configure,0.00,14.29679585
07-Jan-23 03:00:00,2.39908123,86.29566956,90.37187958,,89.13027191,85.0797348,0.024446895,Configure,0.00,14.25186634
07-Jan-23 04:00:00,2.385361433,84.35419464,89.89299774,,88.86135101,84.7662735,0.02512107,Configure,0.00,14.24938774
07-Jan-23 05:00:00,2.39117384,84.59498596,90.13729095,,88.79898071,84.69629669,0.02318076,Configure,0.00,14.34633636
07-Jan-23 06:00:00,2.396587372,85.45881653,90.17345428,,88.84296417,84.71643829,0.022356298,Configure,0.00,14.36109638
07-Jan-23 07:00:00,2.382382154,85.2793045,90.20888519,,88.83137512,84.72780609,0.023540679,Configure,0.00,14.23202705
07-Jan-23 08:00:00,2.40003705,84.57184601,90.48867798,,88.84200287,84.69646454,0.024038369,Configure,0.00,14.27683544
07-Jan-23 09:00:00,2.403262377,84.22736359,89.7631073,,88.6684494,84.55220032,0.020046987,Configure,0.00,14.21065998
07-Jan-23 10:00:00,2.413981676,84.16075134,90.50909424,,88.5689621,84.49763489,0.022961475,Configure,0.00,14.18031502
07-Jan-23 11:00:00,2.407126188,86.07927704,90.10366821,,88.69989777,84.56561279,0.019374594,Configure,0.00,14.34746361
07-Jan-23 12:00:00,2.409365177,87.03231812,89.8368988,,88.70278168,84.65091705,0.021827793,Configure,0.00,14.32281876
07-Jan-23 13:00:00,2.419918776,87.2036972,90.0357132,,88.72892761,84.64505005,0.021685122,Configure,0.00,14.35074615
07-Jan-23 14:00:00,2.416232586,89.30751038,90.08094788,,88.77468872,84.76556396,0.023613878,Configure,0.00,14.26920414
07-Jan-23 15:00:00,2.398793221,90.66796875,89.85909271,,88.70458984,84.7253952,0.024025567,Configure,0.00,14.13214111
07-Jan-23 16:00:00,2.386005163,89.5995636,90.26031494,,88.60140991,84.62281036,0.023130545,Configure,0.00,14.08533382
07-Jan-23 17:00:00,2.407823563,89.32188416,89.90943146,,88.74964905,84.79225159,0.023565225,Configure,0.00,14.19346046
07-Jan-23 18:00:00,2.388757944,88.24432373,90.22637177,,89.04760742,84.97051239,0.021282826,Configure,0.00,14.22336674
07-Jan-23 19:00:00,2.396671772,88.6598587,90.8478775,,88.98061371,84.88681793,0.02131754,Configure,0.00,14.285882
07-Jan-23 20:00:00,2.374218702,88.15070343,90.13373566,,88.79310608,84.71257019,0.024762932,Configure,0.00,14.00291157
07-Jan-23 21:00:00,2.395837307,88.48125458,90.23410034,,88.80109406,84.74525452,0.024790106,Configure,0.00,14.05151081
07-Jan-23 22:00:00,2.405182123,88.52250671,90.46148682,,88.81412506,84.72776031,0.022449607,Configure,0.00,14.20685101
07-Jan-23 23:00:00,2.405198097,87.400177,90.03421021,,88.62147522,84.50513458,0.024055427,Configure,0.00,14.2591753
08-Jan-23 00:00:00,2.404905081,86.7482605,90.4313736,,88.57157135,84.45160675,0.022433665,Configure,0.00,14.20722771
08-Jan-23 01:00:00,2.410323858,86.36058807,90.46295166,,88.52889252,84.47885895,0.023940902,Configure,0.00,14.23170948
